Scheme_Code,ISIN_Div,ISIN_Growth,Scheme_Name,NAV,Date,AMC,Category,Estimated_AUM_Cr
152911,INF174KA1TH7,INF174KA1TI5,Kotak MNC Fund-Direct Plan-IDCW Option,10.858,2025-11-04,Kotak,Other,287.81801877265843
118285,INF760K01EL8,-,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - GROWTH OPTION,201.07,2025-11-04,Canara Robeco,Equity,3124.5061726051354
118286,INF760K01EJ2,INF760K01EK0,CANARA ROBECO ELSS TAX SAVER - DIRECT PLAN - IDCW (Payout),82.01,2025-11-04,Canara Robeco,Equity,2596.7180651438434
120350,INF767K01GV7,INF767K01GX3,LIC MF Infrastructure Fund-Direct Plan-IDCW,57.6059,2025-11-04,LIC,Other,875.505139364857
107763,INF767K01501,-,LIC MF Infrastructure Fund-Regular Plan-Growth,51.1126,2025-11-04,LIC,Equity,2761.47755375269
107764,INF767K01485,INF767K01493,LIC MF Infrastructure Fund-Regular Plan-IDCW,51.1139,2025-11-04,LIC,Other,788.2851228174868
152920,INF767K01RR2,-,LIC MF Manufacturing Fund-Direct Plan-Growth,10.4239,2025-11-04,LIC,Equity,1070.3968407825018
152921,INF767K01RT8,INF767K01RS0,LIC MF Manufacturing Fund-Direct Plan-IDCW,10.4239,2025-11-04,LIC,Other,288.6166448718038
152922,INF767K01RO9,-,LIC MF Manufacturing Fund-Regular Plan-Growth,10.2353,2025-11-04,LIC,Equity,1108.5289093023118
152923,INF767K01RQ4,INF767K01RP6,LIC MF Manufacturing Fund-Regular Plan-IDCW,10.2353,2025-11-04,LIC,Other,300.5407104879373
152045,INF174V01BQ4,-,Mahindra Manulife Business Cycle Fund - Direct Plan - Growth,15.7088,2025-11-04,Mahindra Manulife,Equity,1652.1447308028096
152048,INF174V01BR2,INF174V01BS0,Mahindra Manulife Business Cycle Fund - Direct Plan - IDCW,14.5095,2025-11-04,Mahindra Manulife,Other,399.3350868216249
150157,INF251K01AA9,INF251K01993,BARODA BNP PARIBAS ELSS Tax Saver Fund- Regular - IDCW Option,23.6057,2025-11-04,Baroda BNP Paribas,Equity,2506.6951586237224
118472,INF194K01Y37,INF194K01Y45,BANDHAN ELSS Tax Saver Fund - Direct Plan - IDCW,44.35,2025-11-04,Bandhan,Equity,2553.825687372554
150156,INF251K01985,-,BARODA BNP PARIBAS ELSS Tax Saver Fund - Regular - Growth Option,98.3249,2025-11-04,Baroda BNP Paribas,Equity,2910.4277955239804
150158,INF251K01HH9,INF251K01HG1,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - IDCW Option,30.0642,2025-11-04,Baroda BNP Paribas,Equity,2668.879198423821
150159,INF251K01HF3,-,BARODA BNP PARIBAS ELSS Tax Saver Fund - Direct Plan - Growth Option,111.2169,2025-11-04,Baroda BNP Paribas,Equity,3298.0502993138193
111708,INF761K01165,INF761K01173,BANK OF INDIA ELSS Tax Saver -Regular Plan-IDCW,31.31,2025-11-04,Bank of India,Equity,2714.4420054082493
111710,INF761K01181,-,BANK OF INDIA ELSS Tax Saver -Regular Plan- Growth,162.54,2025-11-04,Bank of India,Equity,3458.0607676744753
111711,INF761K01132,INF761K01140,BANK OF INDIA ELSS Tax Saver -ECO Plan-IDCW,29.2,2025-11-04,Bank of India,Equity,3335.727037155996
111709,INF761K01157,-,BANK OF INDIA ELSS Tax Saver -ECO Plan-Growth,175.94,2025-11-04,Bank of India,Equity,2635.729578267343
119352,INF761K01876,INF761K01868,BANK OF INDIA ELSS Tax Saver -Direct Plan-IDCW,75.86,2025-11-04,Bank of India,Equity,3136.6151340092692
119351,INF761K01884,-,BANK OF INDIA ELSS Tax Saver -Direct Plan- Growth,189.96,2025-11-04,Bank of India,Equity,2505.2611700639573
111570,INF194K01300,INF194K01318,BANDHAN ELSS Tax Saver Fund - Regular Plan - IDCW,33.593,2025-11-04,Bandhan,Equity,2869.844519521955
120351,INF767K01GW5,-,LIC MF Infrastructure Fund-Direct Plan-Growth,58.6679,2025-11-04,LIC,Equity,3255.9860754015267
152026,INF397L01LD9,INF397L01LE7,LIC MF Healthcare Fund-Regular Plan-IDCW,30.0797,2025-11-04,LIC,Other,851.0154389919732
152025,INF397L01LG2,-,LIC MF Healthcare Fund-Regular Plan-Growth,30.0792,2025-11-04,LIC,Equity,3118.7633950113004
152023,INF397L01LH0,INF397L01LI8,LIC MF Healthcare Fund-Direct Plan-IDCW,32.9441,2025-11-04,LIC,Other,730.413076371982
119059,INF179K01YQ8,INF179K01YR6,HDFC ELSS Tax saver - IDCW Option - Direct Plan,105.341,2025-11-04,HDFC,Equity,2853.629939321282
101979,INF179K01BB8,-,HDFC ELSS Tax saver - Growth Plan,1452.441,2025-11-04,HDFC,Equity,2523.5353736403436
119060,INF179K01YS4,-,HDFC ELSS Tax saver - Growth Option - Direct Plan,1571.35,2025-11-04,HDFC,Equity,3262.827384520321
141862,INF666M01DN1,-,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)-Regular Plan-Growth Option,20.13,2025-11-04,Groww,Equity,1991.109647933963
141810,INF666M01DO9,-,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Regular Plan- - Income Distribution cum capital withdrawal Option (Payout),20.14,2025-11-04,Groww,Equity,2155.099180384165
141808,INF666M01DK7,-,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Growth Option,22.94,2025-11-04,Groww,Equity,2038.019467051003
141807,INF666M01DL5,-,Groww ELSS Tax Saver Fund (formerly known as Indiabulls Tax Savings Fund)- Direct Plan- Dividend Option,22.91,2025-11-04,Groww,Equity,2103.6789604515006
100526,INF090I01775,-,Franklin India ELSS Tax Saver Fund-Growth,1505.171,2025-11-04,Franklin Templeton,Equity,2801.0584047121374
100525,INF090I01783,INF090I01791,Franklin India ELSS Tax Saver Fund - IDCW,68.2236,2025-11-04,Franklin Templeton,Equity,2430.8908916966593
118541,INF090I01JT6,INF090I01JU4,Franklin India ELSS Tax Saver Fund - Direct - IDCW,79.2731,2025-11-04,Franklin Templeton,Equity,2809.2574473967484
118540,INF090I01JS8,-,Franklin India ELSS Tax Saver Fund - Direct - Growth,1682.1381,2025-11-04,Franklin Templeton,Equity,3363.96548822164
111639,INF754K01525,INF754K01541,Edelweiss ELSS Tax Saver Fund - Regular Plan - IDCW Option,30.46,2025-11-04,Edelweiss,Equity,3476.758194899686
111638,INF754K01517,-,Edelweiss ELSS Tax Saver Fund - Regular Plan - Growth Option,113.79,2025-11-04,Edelweiss,Equity,3021.861978763113
118620,INF754K01CA8,-,Edelweiss ELSS Tax Saver Fund - Direct Plan-Growth Option,135.22,2025-11-04,Edelweiss,Equity,2946.602034263064
118619,INF754K01BX2,INF754K01BY0,Edelweiss ELSS Tax Saver Fund - Direct Plan - IDCW Option,45.72,2025-11-04,Edelweiss,Equity,2436.9895424392444
104773,INF740K01169,INF740K01177,DSP ELSS Tax Saver Fund - Regular Plan - IDCW,24.327,2025-11-04,DSP,Equity,2766.925131004626
104772,INF740K01185,-,DSP ELSS Tax Saver Fund - Regular Plan - Growth,141.915,2025-11-04,DSP,Equity,2415.6122561110474
119241,INF740K01OL9,INF740K01OM7,DSP ELSS Tax Saver Fund - Direct Plan - IDCW,95.455,2025-11-04,DSP,Equity,3533.700096252254
119242,INF740K01OK1,-,DSP ELSS Tax Saver Fund - Direct Plan - Growth,158.033,2025-11-04,DSP,Equity,2987.0594984257086
100593,INF760K01084,INF760K01092,CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN -IDCW (Payout),50.45,2025-11-04,Canara Robeco,Equity,2810.321392289672
111722,INF760K01100,-,CANARA ROBECO ELSS TAX SAVER - REGULAR PLAN - GROWTH OPTION,179.31,2025-11-04,Canara Robeco,Equity,3509.0621218111924
111569,INF194K01292,-,BANDHAN ELSS Tax Saver Fund - Regular Plan - Growth,155.845,2025-11-04,Bandhan,Equity,2429.2691917321163
118473,INF194K01Y29,-,BANDHAN ELSS Tax Saver Fund - Direct Plan - Growth,179.582,2025-11-04,Bandhan,Equity,3097.7098738429045
152024,INF397L01LK4,-,LIC MF Healthcare Fund-Direct Plan-Growth,32.9528,2025-11-04,LIC,Equity,3058.7190293992053
152021,INF397L01KZ4,INF397L01LA5,LIC MF Dividend Yield Fund-Direct Plan-IDCW,34.4427,2025-11-04,LIC,Equity,2663.1844814536585
149697,INF173K01AC1,-,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)-Growth Plan,138.1344,2025-11-04,Sundaram,Equity,2914.6649176202527
149698,INF173K01AD9,INF173K01AE7,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Income Distribution CUM Capital Withdrawal Plan,40.1687,2025-11-04,Sundaram,Equity,3182.716807132524
149699,INF173K01ES9,INF173K01ET7,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund)- Direct Plan - Income Distribution CUM Capital Withdrawal Option,67.483,2025-11-04,Sundaram,Equity,3272.557436258313
149700,INF173K01EV3,-,Sundaram Dividend Yield Fund (Formerly Known as Principal Dividend Yield Fund) - Direct Plan - Growth Option,151.2904,2025-11-04,Sundaram,Equity,2400.860230447896
151477,INF200KA12W7,INF200KA13W5,SBI Dividend Yield Fund - Regular Plan - Income Distribution cum Capital Withdrawal (IDCW) Option,15.3146,2025-11-04,SBI,Equity,1776.7417009107626
151476,INF200KA11W9,-,SBI Dividend Yield Fund - Regular Plan - Growth,15.3148,2025-11-04,SBI,Equity,1309.514692291725
151475,INF200KA15W0,INF200KA16W8,SBI Dividend Yield Fund - Direct Plan - Income Distribution cum Capital Withdrawal (IDCW) Option,15.7413,2025-11-04,SBI,Equity,1388.924239624364
151478,INF200KA14W3,-,SBI Dividend Yield Fund - Direct Plan - Growth,15.7399,2025-11-04,SBI,Equity,1407.3876559716866
152020,INF397L01KV3,INF397L01KW1,LIC MF Dividend Yield Fund-Regular Plan-IDCW,31.6161,2025-11-04,LIC,Equity,2445.3841638624426
152019,INF397L01KY7,-,LIC MF Dividend Yield Fund-Regular Plan-Growth,31.6167,2025-11-04,LIC,Equity,2547.66254830839
152022,INF397L01LC1,-,LIC MF Dividend Yield Fund-Direct Plan-Growth,34.4574,2025-11-04,LIC,Equity,3583.6199075329946
153200,INF0QA701AJ2,-,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - IDCW,11.518,2025-11-04,Bajaj Finserv,Equity,1053.4285695537378
129311,INF109KA1TY2,INF109KA1TZ9,ICICI Prudential Dividend Yield Equity Fund IDCW Option,21.65,2025-11-04,ICICI Prudential,Equity,1809.1161841856833
129310,INF109KA1TX4,-,ICICI Prudential Dividend Yield Equity Fund Growth Option,54.38,2025-11-04,ICICI Prudential,Equity,2528.389513409548
129309,INF109KA1UB8,INF109KA1UC6,ICICI Prudential Dividend Yield Equity Fund Direct Plan IDCW Option,27.94,2025-11-04,ICICI Prudential,Equity,3001.5489941745004
129312,INF109KA1UA0,-,ICICI Prudential Dividend Yield Equity Fund Direct Plan Growth Option,60.87,2025-11-04,ICICI Prudential,Equity,3425.482396839169
148611,INF179KC1AS7,INF179KC1AT5,HDFC Dividend Yield Fund - IDCW Plan,21.806,2025-11-04,HDFC,Equity,1944.1723083812763
148608,INF179KC1AP3,INF179KC1AQ1,HDFC Dividend Yield Fund - IDCW Option Direct Plan,23.603,2025-11-04,HDFC,Equity,1884.301697454596
148610,INF179KC1AR9,-,HDFC Dividend Yield Fund - Growth Plan,25.422,2025-11-04,HDFC,Equity,2232.559941360286
148609,INF179KC1AO6,-,HDFC Dividend Yield Fund - Growth Option Direct Plan,27.228,2025-11-04,HDFC,Equity,2211.9949657575444
103678,INF090I01957,-,Franklin India Dividend Yield Fund-Growth Plan,139.4847,2025-11-04,Franklin Templeton,Equity,2524.07392395605
103679,INF090I01932,INF090I01940,Franklin India Dividend Yield Fund - IDCW,25.3656,2025-11-04,Franklin Templeton,Equity,2436.4484589580543
148947,INF277K015Z8,-,Tata Dividend Yield Fund-Direct Plan-Growth,20.221,2025-11-04,Tata,Equity,1781.2626412296042
148952,INF277K017Z4,-,Tata Dividend Yield Fund-Direct Plan-IDCW Payout,20.221,2025-11-04,Tata,Equity,2009.7419077458308
148951,-,INF277K016Z6,Tata Dividend Yield Fund-Direct Plan-IDCW Reinvestment,20.221,2025-11-04,Tata,Equity,1800.0946973544583
148948,INF277K018Z2,-,Tata Dividend Yield Fund-Regular Plan-Growth,18.6962,2025-11-04,Tata,Equity,2171.7828681784613
153202,INF0QA701AI4,-,BAJAJ FINSERV ELSS TAX SAVER FUND - REGULAR - GROWTH,11.518,2025-11-04,Bajaj Finserv,Equity,1322.210723477949
153203,INF0QA701AL8,-,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - IDCW,11.678,2025-11-04,Bajaj Finserv,Equity,1184.1259516467944
153201,INF0QA701AK0,-,BAJAJ FINSERV ELSS TAX SAVER FUND - DIRECT - GROWTH,11.678,2025-11-04,Bajaj Finserv,Equity,1086.1492594434749
112322,INF846K01149,INF846K01156,Axis ELSS Tax Saver Fund - Regular Plan - IDCW,26.3092,2025-11-04,Axis,Equity,2474.743505237315
112323,INF846K01131,-,Axis ELSS Tax Saver Fund - Regular Plan - Growth,98.4315,2025-11-04,Axis,Equity,2894.2227397733964
120502,INF846K01EX0,INF846K01EY8,Axis ELSS Tax Saver Fund - Direct Plan - IDCW,56.2736,2025-11-04,Axis,Equity,3273.095186561933
120503,INF846K01EW2,-,Axis ELSS Tax Saver Fund - Direct Plan - Growth Option,111.4046,2025-11-04,Axis,Equity,2941.9667946226054
103164,INF209K01090,INF209K01CB1,Aditya Birla Sun Life ELSS Tax Saver Fund-Regular - IDCW,203.81,2025-11-04,Aditya Birla Sun Life,Equity,3428.0759358070763
119543,INF209K01P23,INF209K01UM0,Aditya Birla Sun Life ELSS Tax Saver Fund-DIRECT - IDCW,466.92,2025-11-04,Aditya Birla Sun Life,Equity,3532.9137431164377
107745,INF209K01108,-,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth Option,62.44,2025-11-04,Aditya Birla Sun Life,Equity,2803.135384054721
119544,INF209K01UN8,-,Aditya Birla Sun Life ELSS Tax Saver Fund - Growth - Direct Plan,69.83,2025-11-04,Aditya Birla Sun Life,Equity,3072.8333776508157
151167,INF579M01AM4,-,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - IDCW Payout,14.3415,2025-11-04,360 ONE,Equity,1186.9343249030867
151164,INF579M01AL6,-,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Regular Plan - Growth,14.3415,2025-11-04,360 ONE,Equity,1246.6547788869698
151166,INF579M01AO0,-,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - IDCW Payout,14.4442,2025-11-04,360 ONE,Equity,1377.1175123619141
151165,INF579M01AN2,-,360 ONE ELSS Tax Saver Nifty 50 Index Fund - Direct Plan - Growth,14.4442,2025-11-04,360 ONE,Equity,1258.853735485208
120749,INF789F01SW4,-,UTI-Dividend Yield Fund.-Growth-Direct,193.9903,2025-11-04,UTI,Equity,3451.8725889464613
103026,INF789F01463,-,UTI-Dividend Yield Fund.-Growth,179.4437,2025-11-04,UTI,Equity,2589.943507270918
103025,INF789F01448,INF789F01455,UTI Dividend Yield Fund - Regular Plan - IDCW,33.7738,2025-11-04,UTI,Equity,2946.7929858637103
120750,INF789F01SU8,INF789F01SV6,UTI Dividend Yield Fund - Direct Plan - IDCW,40.7177,2025-11-04,UTI,Equity,3126.8390885518506
148949,-,INF277K019Z0,Tata Dividend Yield Fund-Regular Plan-IDCW Reinvestment,18.6962,2025-11-04,Tata,Equity,1988.1209862629005
148950,INF277KA1018,-,Tata Dividend Yield Fund-Regular Plan-IDCW Payout,18.6962,2025-11-04,Tata,Equity,1760.0556295992644
101980,INF179K01AZ9,INF179K01BA0,HDFC ELSS Tax saver - IDCW Plan,77.627,2025-11-04,HDFC,Equity,3442.9188824696744
134015,INF767K01NG4,INF767K01NI0,LIC MF Banking and Financial Services Fund-Regular Plan-IDCW,21.8194,2025-11-04,LIC,Other,714.6088946134764
152913,INF174KA1TJ3,-,Kotak MNC Fund-Regular Plan- Growth,10.697,2025-11-04,Kotak,Equity,1030.8620888480411
152702,INF174KA1SF3,-,Kotak Special Opportunities Fund - Direct Plan - Growth Option,10.081,2025-11-04,Kotak,Equity,823.2486222554661
134883,-,INF767K01DY8,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,788.7006299024529
135981,-,INF767K01OU3,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,902.6354690610336
135978,-,INF767K01OX7,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,836.6531258308208
134869,-,INF767K01AE6,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,906.2919851933179
151878,INF174KA1OI6,-,Kotak Quant Fund - Regular Plan - Growth Option,15.189,2025-11-04,Kotak,Equity,1496.4562635441098
134884,-,INF767K01DW2,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,677.9077456302342
134870,-,INF767K01AF3,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,644.364750667482
134882,-,INF767K01DX0,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,737.0302549499492
151879,INF174KA1OJ4,INF174KA1OK2,Kotak Quant Fund - Regular Plan - IDCW Payout,15.073,2025-11-04,Kotak,Other,518.5811590169678
134846,-,INF767K01972,LIC MF ULIS (10 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,892.883169261342
134875,-,INF767K01DP6,LIC MF ULIS (10 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,734.6409070785055
135976,-,INF767K01OY5,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,798.6092546826391
134868,-,INF767K01AD8,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,774.7580494189061
134880,-,INF767K01DV4,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,771.3672909924569
135983,-,INF767K01PA2,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,714.0315882240482
135977,-,INF767K01PB0,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,683.6387536094267
134863,-,INF767K01AB2,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,702.9403386339882
134881,-,INF767K01DT8,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,657.7063638922707
134867,-,INF767K01AC0,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,703.4018373835447
134879,-,INF767K01DU6,LIC MF ULIS (10 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,642.9442872401214
134864,-,INF767K01AA4,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,840.722688203513
134877,-,INF767K01DS0,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Yearly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,741.2401303640586
134871,-,INF767K01AG1,LIC MF ULIS (15 Yrs. Regular Premium Reducing Cover Yearly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,951.4063076566107
134885,-,INF767K01EA6,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,701.9894562484153
134873,-,INF767K01AI7,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Half-Yearly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,750.66514249907
134887,-,INF767K01DZ5,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,754.5091707652906
152912,INF174KA1TK1,INF174KA1TL9,KotaK MNC Fund-Regular Plan-IDCW OPTION,10.697,2025-11-04,Kotak,Other,273.9680806354315
147727,INF174KA1EZ1,-,Kotak Pioneer Fund- Direct Plan- Growth Option,35.849,2025-11-04,Kotak,Equity,3407.0495436473507
147724,INF174KA1EW8,-,Kotak Pioneer Fund- Regular Plan- Growth Option,32.615,2025-11-04,Kotak,Equity,2438.3933521731897
147728,INF174KA1EU2,INF174KA1EV0,Kotak Pioneer Fund- Regular Plan- Reinvestment of Income Distribution cum capital withdrawal option,32.63,2025-11-04,Kotak,Debt,1348.0364346319857
147725,INF174KA1EX6,INF174KA1EY4,Kotak Pioneer Fund-Direct Plan-Reinvestment of Income Distribution cum capital withdrawal option,35.844,2025-11-04,Kotak,Debt,1456.5875196712004
151881,INF174KA1OL0,-,Kotak Quant Fund - Direct Plan - Growth Option,15.297,2025-11-04,Kotak,Equity,1532.1807453152182
151880,INF174KA1OM8,INF174KA1ON6,Kotak Quant Fund - Direct plan - IDCW Payout,15.297,2025-11-04,Kotak,Other,496.17051282821416
135784,INF769K01DK3,-,Mirae Asset ELSS Tax Saver Fund - Regular Plan - Growth,50.709,2025-11-04,Mirae Asset,Equity,3184.5335075473877
135782,INF769K01DN7,-,Mirae Asset ELSS Tax Saver Fund - Direct Plan - IDCW,31.511,2025-11-04,Mirae Asset,Equity,2864.4600143218645
135781,INF769K01DM9,-,Mirae Asset ELSS Tax Saver Fund - Direct Plan - Growth,57.533,2025-11-04,Mirae Asset,Equity,3176.6667400774263
139783,INF174V01077,-,Mahindra Manulife ELSS Tax Saver Fund- Regular Plan - Growth,29.0237,2025-11-04,Mahindra Manulife,Equity,2344.408372760103
139782,INF174V01101,-,Mahindra Manulife ELSS Tax Saver Fund- Direct Plan - IDCW,23.1431,2025-11-04,Mahindra Manulife,Equity,1877.8824628311204
139780,INF174V01085,-,Mahindra Manulife ELSS Tax Saver Fund - Regular Plan - IDCW,18.8046,2025-11-04,Mahindra Manulife,Equity,1825.3508305143107
139781,INF174V01093,-,Mahindra Manulife ELSS Tax Saver Fund - Direct Plan -Growth,34.1998,2025-11-04,Mahindra Manulife,Equity,3059.5467613272417
100325,-,INF767K01964,LIC MF ULIS (5 Yrs. Single Premium)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,924.1016449074621
120259,-,INF767K01DO9,LIC MF ULIS (5 Yrs. Single Premium)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,673.4914028505268
134874,-,INF767K01AJ5,LIC MF ULIS (15Yrs. Regular Premium Uniform Cover Yearly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,903.2473367020445
134886,-,INF767K01EB4,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Yearly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,707.2151479334623
135982,-,INF767K01OW9,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,766.1067675232102
135980,-,INF767K01OZ2,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Quarterly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,741.3127791447721
134872,-,INF767K01AH9,LIC MF ULIS (15 Yrs. Regular Premium Uniform Cover Monthly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,768.0496873169277
135979,-,INF767K01OV1,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Quarterly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,688.1585593832274
134847,-,INF767K01980,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Regular Plan-IDCW Reinvestment,36.8008,2025-11-04,LIC,Other,801.1424238091375
134016,INF767K01NH2,-,LIC MF Banking and Financial Services Fund-Regular Plan-Growth,21.8232,2025-11-04,LIC,Equity,2415.280240961565
100354,INF109K01464,-,ICICI Prudential ELSS Tax Saver Fund - Growth,960.14,2025-11-04,ICICI Prudential,Equity,2929.8408124546763
120494,INF192K01CE3,-,JM ELSS Tax Saver Fund (Direct) - Growth Option,57.3609,2025-11-04,JM Financial,Equity,2988.736291077839
147543,INF00XX01382,-,ITI ELSS Tax Saver Fund - Regular Plan - IDCW Option,23.0474,2025-11-04,ITI,Equity,2593.6736101002425
147544,INF00XX01374,-,ITI ELSS Tax Saver Fund - Regular Plan - Growth Option,25.1161,2025-11-04,ITI,Equity,2684.884993767399
147542,INF00XX01408,-,ITI ELSS Tax Saver Fund - Direct Plan - IDCW Option,26.1271,2025-11-04,ITI,Equity,2570.432289304563
147541,INF00XX01390,-,ITI ELSS Tax Saver Fund - Direct Plan - Growth Option,28.3336,2025-11-04,ITI,Equity,2526.9899760028816
104635,INF205K01296,INF205K01288,Invesco India ELSS Tax Saver Fund - IDCW (Payout / Reinvestment),24.97,2025-11-04,Invesco,Equity,2845.703823368423
104636,INF205K01270,-,Invesco India ELSS Tax Saver Fund - Growth,127.58,2025-11-04,Invesco,Equity,3092.4244820286704
120417,INF205K01NR2,INF205K01NS0,Invesco India ELSS Tax Saver Fund - Direct Plan - IDCW (Payout / Reinvestment),32.92,2025-11-04,Invesco,Equity,2665.3771321328322
120416,INF205K01NT8,-,Invesco India ELSS Tax Saver Fund - Direct Plan - Growth,151.41,2025-11-04,Invesco,Equity,2722.9437031656125
100353,INF109K01FN1,INF109K01472,ICICI Prudential ELSS Tax Saver Fund - IDCW,24.09,2025-11-04,ICICI Prudential,Equity,2667.5764998179216
120593,INF109K01Y15,INF109K01Y23,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - IDCW,48.07,2025-11-04,ICICI Prudential,Equity,2452.9746745049465
134876,-,INF767K01DQ4,LIC MF ULIS (10 Yrs. Regular Premium Reducing Cover Monthly)-Direct Plan-IDCW Reinvestment,41.0383,2025-11-04,LIC,Other,957.4694998492223
120592,INF109K01Y31,-,ICICI Prudential ELSS Tax Saver Fund - Direct Plan - Growth,1067.74,2025-11-04,ICICI Prudential,Equity,2556.4220156577503
120078,INF336L01ER2,-,HSBC Tax Saver Equity Fund - IDCW Direct Plan,39.5735,2025-11-04,HSBC,Equity,3355.282230476325
104706,INF336L01AZ3,-,HSBC Tax Saver Equity Fund - IDCW,35.0649,2025-11-04,HSBC,Equity,2873.7303801260196
120079,INF336L01EE0,-,HSBC Tax Saver Equity Fund - Growth Direct,107.7968,2025-11-04,HSBC,Equity,2990.65941994496
